"T","X","Y","datasets","days"
"2022--P1Y", +0044, +0019,  561,  141
"2022--P1Y", +0044, +0020,  420,  140
"2022--P1Y", +0044, +0021,  428,   70
"2022--P1Y", +0044, +0022,  572,  141
"2022--P1Y", +0044, +0023,  574,  141
"2022--P1Y", +0044, +0024,  580,  141
"2022--P1Y", +0044, +0025,  563,  141
"2022--P1Y", +0044, +0026,  427,  141
"2022--P1Y", +0044, +0027,  367,  141
"2022--P1Y", +0044, +0028,  288,   71
"2022--P1Y", +0044, +0029,  288,   71
"2022--P1Y", +0044, +0030,  555,  142
"2022--P1Y", +0044, +0031,  639,  142
"2022--P1Y", +0044, +0032,  498,  142
"2022--P1Y", +0044, +0033,  426,  142
"2022--P1Y", +0044, +0034,  426,  142
"2022--P1Y", +0044, +0035,  222,   71
"2022--P1Y", +0044, +0036,  218,   71
"2022--P1Y", +0044, +0037,  288,   71
"2022--P1Y", +0044, +0038,  159,   73
"2022--P1Y", +0044, +0039,  170,  141
"2022--P1Y", +0044, +0040,  242,  141
"2022--P1Y", +0044, +0041,   93,   74
"2022--P1Y", +0044, +0042,   19,    7
"2022--P1Y", +0044, +0043,   11,    3
"2022--P1Y", +0044, +0044,   12,    3
"2022--P1Y", +0044, +0045,    6,    3
"2022--P1Y", +0045, +0006,    9,    3
"2022--P1Y", +0045, +0007,   12,    3
"2022--P1Y", +0045, +0008,   12,    3
"2022--P1Y", +0045, +0009,   12,    3
"2022--P1Y", +0045, +0010,   15,    3
"2022--P1Y", +0045, +0011,   25,   13
"2022--P1Y", +0045, +0012,  202,  142
"2022--P1Y", +0045, +0013,  328,  142
"2022--P1Y", +0045, +0014,  384,  142
"2022--P1Y", +0045, +0015,  577,  142
"2022--P1Y", +0045, +0016,  643,  142
"2022--P1Y", +0045, +0017,  359,   71
"2022--P1Y", +0045, +0018,  424,  141
"2022--P1Y", +0045, +0019,  562,  141
"2022--P1Y", +0045, +0020,  562,  140
"2022--P1Y", +0045, +0021,  784,  140
"2022--P1Y", +0045, +0022,  978,  141
"2022--P1Y", +0045, +0023,  499,   71
"2022--P1Y", +0045, +0024,  280,   70
"2022--P1Y", +0045, +0025,  352,  141
"2022--P1Y", +0045, +0026,  427,  141
"2022--P1Y", +0045, +0027,  552,  141
"2022--P1Y", +0045, +0028,  569,  141
"2022--P1Y", +0045, +0029,  505,  141
"2022--P1Y", +0045, +0030,  426,   71
"2022--P1Y", +0045, +0031,  357,   71
"2022--P1Y", +0045, +0032,  286,   71
"2022--P1Y", +0045, +0033,  428,  142
"2022--P1Y", +0045, +0034,  429,  142
"2022--P1Y", +0045, +0035,  327,  142
"2022--P1Y", +0045, +0036,  377,  142
"2022--P1Y", +0045, +0037,  355,  142
"2022--P1Y", +0045, +0038,  152,   71
"2022--P1Y", +0045, +0039,   20,    4
"2022--P1Y", +0045, +0040,   24,    4
"2022--P1Y", +0045, +0041,   29,    7
"2022--P1Y", +0045, +0042,   38,    7
"2022--P1Y", +0045, +0043,   37,    7
"2022--P1Y", +0045, +0044,   24,    7
"2022--P1Y", +0045, +0045,   10,    7
"2022--P1Y", +0046, +0008,    3,    3
"2022--P1Y", +0046, +0009,    6,    3
"2022--P1Y", +0046, +0010,    9,    3
"2022--P1Y", +0046, +0011,   12,    3
"2022--P1Y", +0046, +0012,   12,    3
"2022--P1Y", +0046, +0013,   12,    3
"2022--P1Y", +0046, +0014,   15,    6
"2022--P1Y", +0046, +0015,  156,  142
"2022--P1Y", +0046, +0016,  507,  142
"2022--P1Y", +0046, +0017,  429,  142
"2022--P1Y", +0046, +0018,  425,  142
"2022--P1Y", +0046, +0019,  346,  134
"2022--P1Y", +0046, +0020,  282,   70
"2022--P1Y", +0046, +0021,  706,  140
"2022--P1Y", +0046, +0022,  711,  141
"2022--P1Y", +0046, +0023,  851,  141
"2022--P1Y", +0046, +0024,  633,  141
"2022--P1Y", +0046, +0025,  564,  141
"2022--P1Y", +0046, +0026,  361,   70
"2022--P1Y", +0046, +0027,  425,   70
"2022--P1Y", +0046, +0028,  492,  141
"2022--P1Y", +0046, +0029,  563,  141
"2022--P1Y", +0046, +0030,  564,  141
"2022--P1Y", +0046, +0031,  427,  141
"2022--P1Y", +0046, +0032,  424,  141
"2022--P1Y", +0046, +0033,  287,   71
"2022--P1Y", +0046, +0034,  163,   71
"2022--P1Y", +0046, +0035,  107,   71
"2022--P1Y", +0046, +0036,  374,  142
"2022--P1Y", +0046, +0037,  427,  142
"2022--P1Y", +0046, +0038,  303,  142
"2022--P1Y", +0046, +0039,   26,    8
"2022--P1Y", +0046, +0040,   16,    4
"2022--P1Y", +0046, +0041,   16,    4
"2022--P1Y", +0046, +0042,   16,    4
"2022--P1Y", +0046, +0043,   20,    4
"2022--P1Y", +0046, +0044,   15,    7
"2022--P1Y", +0046, +0045,    7,    7
"2022--P1Y", +0047, -0007,   72,   52
"2022--P1Y", +0047, -0006,   92,   49
"2022--P1Y", +0047, +0010,    1,    1
"2022--P1Y", +0047, +0011,    9,    3
"2022--P1Y", +0047, +0012,   12,    3
"2022--P1Y", +0047, +0013,   12,    3
"2022--P1Y", +0047, +0014,   12,    3
"2022--P1Y", +0047, +0015,   12,    3
"2022--P1Y", +0047, +0016,  156,   71
"2022--P1Y", +0047, +0017,  433,  142
"2022--P1Y", +0047, +0018,  564,  142
"2022--P1Y", +0047, +0019,  569,  141
"2022--P1Y", +0047, +0020,  501,  142
"2022--P1Y", +0047, +0021,  357,  142
"2022--P1Y", +0047, +0022,  428,   71
"2022--P1Y", +0047, +0023,  408,  141
"2022--P1Y", +0047, +0024,  564,  141
"2022--P1Y", +0047, +0025,  707,  141
"2022--P1Y", +0047, +0026,  912,  141
"2022--P1Y", +0047, +0027,  946,  141
"2022--P1Y", +0047, +0028,  420,   70
"2022--P1Y", +0047, +0029,  490,   70
"2022--P1Y", +0047, +0030,  420,   70
"2022--P1Y", +0047, +0031,  635,  141
"2022--P1Y", +0047, +0032,  530,  141
"2022--P1Y", +0047, +0033,  278,  141
"2022--P1Y", +0047, +0034,  115,   74
"2022--P1Y", +0047, +0035,  122,   74
"2022--P1Y", +0047, +0036,  176,   71
"2022--P1Y", +0047, +0037,  286,   71
"2022--P1Y", +0047, +0038,  226,   71
"2022--P1Y", +0047, +0039,   24,    8
"2022--P1Y", +0047, +0040,   16,    4
"2022--P1Y", +0047, +0041,   16,    4
"2022--P1Y", +0047, +0042,   16,    4
"2022--P1Y", +0047, +0043,   16,    4
"2022--P1Y", +0047, +0044,    8,    4
"2022--P1Y", +0048, -0008,  200,   50
"2022--P1Y", +0048, -0007,  219,   52
"2022--P1Y", +0048, -0006,   92,   49
"2022--P1Y", +0048, +0013,    3,    3
"2022--P1Y", +0048, +0014,    6,    3
"2022--P1Y", +0048, +0015,   12,    3
"2022--P1Y", +0048, +0016,   18,    3
"2022--P1Y", +0048, +0017,   79,   70
"2022--P1Y", +0048, +0018,  148,   71
"2022--P1Y", +0048, +0019,  289,  141
"2022--P1Y", +0048, +0020,  432,  142
"2022--P1Y", +0048, +0021,  502,  142
"2022--P1Y", +0048, +0022,  713,  142
"2022--P1Y", +0048, +0023,  428,  142
"2022--P1Y", +0048, +0024,  284,   71
"2022--P1Y", +0048, +0025,  281,   71
"2022--P1Y", +0048, +0026,  421,  141
"2022--P1Y", +0048, +0027,  420,  140
"2022--P1Y", +0048, +0028,  633,  140
"2022--P1Y", +0048, +0029,  631,  141
"2022--P1Y", +0048, +0030,  631,  141
"2022--P1Y", +0048, +0031,  420,   70
"2022--P1Y", +0048, +0032,  219,   70
"2022--P1Y", +0048, +0033,  100,   82
"2022--P1Y", +0048, +0034,  183,   87
"2022--P1Y", +0048, +0035,  321,  142
"2022--P1Y", +0048, +0036,  447,  142
"2022--P1Y", +0048, +0037,  448,  142
"2022--P1Y", +0048, +0038,  170,   71
"2022--P1Y", +0048, +0039,   10,    4
"2022--P1Y", +0048, +0041,    4,    4
"2022--P1Y", +0048, +0042,   17,    8
"2022--P1Y", +0048, +0043,   32,    8
"2022--P1Y", +0048, +0044,   16,    8
"2022--P1Y", +0049, -0008,  106,   49
"2022--P1Y", +0049, -0007,  124,   52
"2022--P1Y", +0049, +0015,    6,    3
"2022--P1Y", +0049, +0016,   12,    3
"2022--P1Y", +0049, +0017,   12,    3
"2022--P1Y", +0049, +0018,   16,    7
"2022--P1Y", +0049, +0019,   89,   75
"2022--P1Y", +0049, +0020,  150,   71
"2022--P1Y", +0049, +0021,  150,   71
"2022--P1Y", +0049, +0022,  576,  142
"2022--P1Y", +0049, +0023,  569,  142
"2022--P1Y", +0049, +0024,  495,  142
"2022--P1Y", +0049, +0025,  424,  142
"2022--P1Y", +0049, +0026,  353,  142
"2022--P1Y", +0049, +0027,  214,   71
"2022--P1Y", +0049, +0028,  219,   70
"2022--P1Y", +0049, +0029,  428,  141
"2022--P1Y", +0049, +0030,  703,  141
"2022--P1Y", +0049, +0031,  572,  141
"2022--P1Y", +0049, +0032,  329,  110
"2022--P1Y", +0049, +0033,  291,   71
"2022--P1Y", +0049, +0034,  289,   71
"2022--P1Y", +0049, +0035,  291,   71
"2022--P1Y", +0049, +0036,  355,  142
"2022--P1Y", +0049, +0037,  311,  142
"2022--P1Y", +0049, +0038,  104,   72
"2022--P1Y", +0049, +0042,   16,    4
"2022--P1Y", +0049, +0043,   16,    4
"2022--P1Y", +0049, +0044,   12,    8
"2022--P1Y", +0050, -0008,   57,   27
"2022--P1Y", +0050, -0007,   26,   26
"2022--P1Y", +0050, +0018,   11,    7
"2022--P1Y", +0050, +0019,   18,    7
"2022--P1Y", +0050, +0020,   13,    7
"2022--P1Y", +0050, +0021,   85,   75
"2022--P1Y", +0050, +0022,  154,   75
"2022--P1Y", +0050, +0023,  148,   71
"2022--P1Y", +0050, +0024,  219,  142
"2022--P1Y", +0050, +0025,  290,  142
"2022--P1Y", +0050, +0026,  297,  142
"2022--P1Y", +0050, +0027,  170,  142
"2022--P1Y", +0050, +0028,   98,   83
"2022--P1Y", +0050, +0029,  147,   71
"2022--P1Y", +0050, +0030,  281,   71
"2022--P1Y", +0050, +0031,  204,  140
"2022--P1Y", +0050, +0032,   79,   73
"2022--P1Y", +0050, +0033,  147,   71
"2022--P1Y", +0050, +0034,  291,   71
"2022--P1Y", +0050, +0035,  359,   71
"2022--P1Y", +0050, +0036,  287,   71
"2022--P1Y", +0050, +0037,  148,   71
"2022--P1Y", +0050, +0041,    7,    7
"2022--P1Y", +0050, +0042,   22,    7
"2022--P1Y", +0050, +0043,   16,    4
"2022--P1Y", +0050, +0044,    8,    4
"2022--P1Y", +0051, +0021,    7,    7
"2022--P1Y", +0051, +0022,   12,    7
"2022--P1Y", +0051, +0023,    6,    3
"2022--P1Y", +0051, +0024,    6,    3
"2022--P1Y", +0051, +0025,    6,    3
"2022--P1Y", +0051, +0026,    6,    3
"2022--P1Y", +0051, +0027,   28,   16
"2022--P1Y", +0051, +0028,   31,   16
"2022--P1Y", +0051, +0029,   85,   73
"2022--P1Y", +0051, +0030,  225,  109
"2022--P1Y", +0051, +0031,  125,   41
"2022--P1Y", +0051, +0032,    3,    3
"2022--P1Y", +0051, +0034,  149,   71
"2022--P1Y", +0051, +0035,  155,   75
"2022--P1Y", +0051, +0036,  157,   74
"2022--P1Y", +0051, +0037,   80,   71
"2022--P1Y", +0051, +0041,   10,    7
"2022--P1Y", +0051, +0042,   28,    7
"2022--P1Y", +0051, +0043,   28,    7
"2022--P1Y", +0051, +0044,   11,    7
"2022--P1Y", +0052, +0027,    3,    3
"2022--P1Y", +0052, +0028,    6,    3
"2022--P1Y", +0052, +0029,   34,   28
"2022--P1Y", +0052, +0030,  157,   79
"2022--P1Y", +0052, +0031,  167,   79
"2022--P1Y", +0052, +0035,   12,    3
"2022--P1Y", +0052, +0036,   12,    6
"2022--P1Y", +0052, +0040,    3,    3
"2022--P1Y", +0052, +0041,   12,    3
"2022--P1Y", +0052, +0042,   18,    3
"2022--P1Y", +0052, +0043,   12,    3
"2022--P1Y", +0052, +0044,    6,    3
"2022--P1Y", +0053, +0017,   26,   26
"2022--P1Y", +0053, +0018,   51,   26
"2022--P1Y", +0053, +0019,   51,   25
"2022--P1Y", +0053, +0020,   79,   53
"2022--P1Y", +0053, +0021,   53,   53
"2022--P1Y", +0053, +0029,   25,   25
"2022--P1Y", +0053, +0030,   48,   25
"2022--P1Y", +0053, +0034,    3,    3
"2022--P1Y", +0053, +0035,    6,    3
"2022--P1Y", +0053, +0036,    3,    3
"2022--P1Y", +0053, +0040,   12,    4
"2022--P1Y", +0053, +0041,   18,    9
"2022--P1Y", +0053, +0042,   15,    6
"2022--P1Y", +0053, +0043,    9,    3
"2022--P1Y", +0053, +0044,    3,    3
"2022--P1Y", +0054, +0017,   77,   52
"2022--P1Y", +0054, +0018,  153,   52
"2022--P1Y", +0054, +0019,  103,   26
"2022--P1Y", +0054, +0020,  103,   26
"2022--P1Y", +0054, +0021,   53,   53
"2022--P1Y", +0054, +0040,    3,    3
"2022--P1Y", +0054, +0041,   12,    9
"2022--P1Y", +0054, +0042,   12,    6
"2022--P1Y", +0054, +0043,    6,    6
"2022--P1Y", +0055, +0017,   77,   51
"2022--P1Y", +0055, +0018,  103,   51
"2022--P1Y", +0055, +0019,   53,   26
"2022--P1Y", +0055, +0020,   51,   26
"2022--P1Y", +0062, +0018,   49,   49
"2022--P1Y", +0062, +0019,   46,   23
"2022--P1Y", +0063, +0017,    9,    9
"2022--P1Y", +0063, +0018,   97,   49
"2022--P1Y", +0063, +0019,  194,   49
"2022--P1Y", +0064, +0017,   26,   26
"2022--P1Y", +0064, +0018,   52,   26
"2022--P1Y", +0064, +0019,   52,   26
